location,zip,Unique Neighborhoods,Unique Zip Code,date,time,offenseCatagory,crimeSeverity,uniqueOffenses,severityIndex,offenseType,count,matchingZips
Lents,97266,,,7/4/20,1130,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,11/24/19,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/16/20,0,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,11/1/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,7/15/20,1725,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Lents,97266,,,6/2/20,2302,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,11/9/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,1/27/20,600,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,2/15/20,1315,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,4/28/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,10/10/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,1/11/20,905,Vandalism,4,,,Vandalism,1,
Lents,97266,,,2/3/20,1525,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Lents,97266,,,7/28/20,2103,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Lents,97266,,,8/29/20,1900,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,8/7/20,252,Assault Offenses,10,,,Aggravated Assault,1,
Montavilla,97213,,,6/9/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,4/14/20,950,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,4/14/20,1605,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,8/26/20,500,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Powellhurst-Gilbert,97236,,,10/18/20,1134,Vandalism,4,,,Vandalism,1,
Lents,97266,,,3/21/20,132,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Lents,97266,,,9/10/20,411,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Lents,97266,,,11/9/20,1230,Fraud Offenses,1,,,Identity Theft,1,
Montavilla,97213,,,12/31/19,1700,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,3/30/20,1200,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Montavilla,97213,,,7/13/20,1200,Larceny Offenses,5,,,Shoplifting,1,
Montavilla,97213,,,5/25/20,15,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,7/24/20,100,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,7/28/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,8/27/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Markham,97219,,,10/1/20,2005,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Markham,97219,,,7/23/20,2100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Markham,97219,,,10/25/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Ashcreek,97219,,,6/27/20,1800,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Multnomah,97219,,,1/30/20,440,Assault Offenses,10,,,Simple Assault,1,
Multnomah,97219,,,4/17/20,1930,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,4/19/20,2040,Robbery,8,,,Robbery,1,
Multnomah,97219,,,5/1/20,1445,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Multnomah,97219,,,7/10/20,1030,Assault Offenses,10,,,Aggravated Assault,1,
Multnomah,97219,,,9/9/20,415,Robbery,8,,,Robbery,1,
Multnomah,97219,,,10/18/20,522,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Collins View,97219,,,3/21/20,30,Burglary,10,,,Burglary,1,
Collins View,97219,,,7/27/20,259,Burglary,10,,,Burglary,1,
Collins View,97219,,,11/12/20,250,Burglary,10,,,Burglary,1,
Cathedral Park,97203,,,4/9/20,700,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,6/20/20,530,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,6/20/20,530,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cathedral Park,97203,,,7/9/20,515,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cathedral Park,97203,,,8/16/20,1330,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,11/1/20,800,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,9/22/20,600,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Kenton,97217,,,7/13/20,2205,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Kenton,97217,,,11/2/20,1940,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,4/8/20,2041,Assault Offenses,10,,,Aggravated Assault,1,
Kenton,97217,,,4/8/20,2041,Animal Cruelty Offenses,3,,,Animal Cruelty,1,
Kenton,97217,,,5/4/20,1300,Assault Offenses,10,,,Intimidation,1,
Kenton,97217,,,11/22/20,1045,Assault Offenses,10,,,Intimidation,1,
St Johns,97203,,,3/31/20,2000,Burglary,10,,,Burglary,1,
St Johns,97203,,,4/27/20,30,Burglary,10,,,Burglary,1,
St Johns,97203,,,5/14/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,3/27/20,1705,Larceny Offenses,5,,,All Other Larceny,1,
St Johns,97203,,,5/3/20,1700,Burglary,10,,,Burglary,1,
St Johns,97203,,,7/8/20,600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,5/5/20,718,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,8/19/20,1330,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,3/29/20,1755,Assault Offenses,10,,,Simple Assault,1,
Cathedral Park,97203,,,3/16/20,1740,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,7/18/20,500,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,10/6/20,542,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,10/6/20,542,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cathedral Park,97203,,,8/5/20,2100,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,1/27/20,1730,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,10/2/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,12/7/19,100,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
St Johns,97203,,,3/7/20,2331,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,10/9/20,2000,Assault Offenses,10,,,Simple Assault,1,
St Johns,97203,,,8/20/20,2105,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,2/11/20,2310,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,8/11/20,2300,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,3/5/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
St Johns,97203,,,7/2/20,1441,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,7/2/20,1441,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,7/7/20,755,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,5/30/20,1440,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
East Columbia,97211,,,10/20/20,612,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,9/7/20,1931,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,9/7/20,1931,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,9/7/20,1931,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,4/12/20,1822,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,7/4/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,9/14/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,7/8/20,1310,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Cathedral Park,97203,,,9/9/20,656,Assault Offenses,10,,,Simple Assault,1,
Sumner,97220,,,1/2/20,507,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,8/17/20,5,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,9/24/20,2000,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Madison South,97220,,,9/24/20,2000,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,4/6/20,1135,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,5/2/20,2034,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,5/31/20,2000,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,5/1/19,1000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,8/24/20,656,Burglary,10,,,Burglary,1,
Sumner,97220,,,9/2/20,200,Burglary,10,,,Burglary,1,
Sumner,97220,,,9/14/20,1830,Burglary,10,,,Burglary,1,
Montavilla,97213,,,10/5/20,1140,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Sumner,97220,,,6/27/20,849,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/20/20,2111,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,7/10/20,100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,8/28/20,1,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Madison South,97220,,,8/27/20,2030,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Madison South,97220,,,8/11/20,1015,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,1/16/20,430,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,6/1/20,31,Burglary,10,,,Burglary,1,
Sumner,97220,,,8/15/20,1241,Weapon Law Violations,6,,,Weapons Law Violations,1,
Sumner,97220,,,9/3/20,821,Weapon Law Violations,6,,,Weapons Law Violations,1,
Sumner,97220,,,9/18/20,1700,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,10/19/20,1519,Weapon Law Violations,6,,,Weapons Law Violations,1,
Sumner,97220,,,10/19/20,1516,Weapon Law Violations,6,,,Weapons Law Violations,1,
Sumner,97220,,,8/17/20,1500,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Madison South,97220,,,4/25/20,1555,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,5/26/20,1657,Assault Offenses,10,,,Simple Assault,1,
Sumner,97220,,,7/13/20,0,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Sumner,97220,,,4/19/20,332,Assault Offenses,10,,,Simple Assault,1,
Northwest Heights,97229,,,9/19/20,853,Larceny Offenses,5,,,All Other Larceny,1,
Sellwood-Moreland,97202,,,9/1/20,2300,Larceny Offenses,5,,,All Other Larceny,1,
Sellwood-Moreland,97202,,,11/12/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sellwood-Moreland,97202,,,10/9/20,1800,Larceny Offenses,5,,,All Other Larceny,1,
Sellwood-Moreland,97202,,,10/14/20,1205,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Lents,97266,,,6/29/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,6/29/20,0,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,2/8/20,610,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,4/26/20,1908,Burglary,10,,,Burglary,1,
Montavilla,97213,,,5/14/20,317,Burglary,10,,,Burglary,1,
Montavilla,97213,,,10/13/20,300,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,4/27/20,1338,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,7/29/20,1030,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Powellhurst-Gilbert,97236,,,8/21/20,1700,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Montavilla,97213,,,9/23/20,1100,Vandalism,4,,,Vandalism,1,
Lents,97266,,,1/5/20,1530,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,5/9/20,2100,Vandalism,4,,,Vandalism,1,
Lents,97266,,,6/16/20,830,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,8/17/20,1437,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,2/19/20,120,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,10/17/20,330,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,11/14/20,1618,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,10/9/20,535,Vandalism,4,,,Vandalism,1,
Lents,97266,,,11/26/20,1900,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Lents,97266,,,9/29/20,1407,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,11/20/20,500,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,2/27/20,1000,Burglary,10,,,Burglary,1,
Montavilla,97213,,,9/17/20,347,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,11/17/20,900,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,11/16/20,925,Vandalism,4,,,Vandalism,1,
Montavilla,97213,,,11/17/20,935,Vandalism,4,,,Vandalism,1,
Lents,97266,,,8/14/20,2004,Vandalism,4,,,Vandalism,1,
Powellhurst-Gilbert,97236,,,9/24/20,454,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,9/24/20,728,Burglary,10,,,Burglary,1,
Lents,97266,,,9/11/20,1730,Vandalism,4,,,Vandalism,1,
Lents,97266,,,3/18/20,1540,Robbery,8,,,Robbery,1,
Lents,97266,,,7/4/20,2230,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,1/25/20,2112,Vandalism,4,,,Vandalism,1,
Lents,97266,,,3/20/20,411,Burglary,10,,,Burglary,1,
Lents,97266,,,5/1/20,2235,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,5/6/20,435,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,5/12/20,1730,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,11/7/20,2000,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,3/14/20,100,Larceny Offenses,5,,,All Other Larceny,1,
Montavilla,97213,,,8/29/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,7/24/20,700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,8/5/20,600,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,3/9/20,1400,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Multnomah,97219,,,5/30/20,1615,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,6/9/20,1730,Burglary,10,,,Burglary,1,
Multnomah,97219,,,7/30/20,500,Burglary,10,,,Burglary,1,
Multnomah,97219,,,11/1/20,1600,Larceny Offenses,5,,,All Other Larceny,1,
Multnomah,97219,,,8/24/20,1300,Burglary,10,,,Burglary,1,
Montavilla,97213,,,8/27/20,1929,Burglary,10,,,Burglary,1,
Montavilla,97213,,,10/5/20,2000,Burglary,10,,,Burglary,1,
Kenton,97217,,,9/17/20,840,Burglary,10,,,Burglary,1,
Kenton,97217,,,11/1/20,1300,Assault Offenses,10,,,Intimidation,1,
St Johns,97203,,,8/8/19,800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,6/28/20,1854,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,10/29/20,2354,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,1/11/20,900,Vandalism,4,,,Vandalism,1,
St Johns,97203,,,8/24/20,600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,10/2/20,2100,Larceny Offenses,5,,,All Other Larceny,1,
Portsmouth,97203,,,7/1/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,8/31/20,335,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,1/10/20,1511,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Portsmouth,97203,,,8/31/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,11/24/20,2100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,11/15/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,2/14/20,1600,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,10/15/20,1350,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,4/6/20,1545,Burglary,10,,,Burglary,1,
St Johns,97203,,,7/15/20,2100,Assault Offenses,10,,,Aggravated Assault,1,
St Johns,97203,,,8/21/20,1830,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,1/22/20,2245,Larceny Offenses,5,,,Pocket-Picking,1,
Cathedral Park,97203,,,1/23/20,130,Burglary,10,,,Burglary,1,
Cathedral Park,97203,,,2/19/20,800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cathedral Park,97203,,,3/27/20,1636,Assault Offenses,10,,,Simple Assault,1,
Cathedral Park,97203,,,5/16/20,1930,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Cathedral Park,97203,,,5/23/20,247,Larceny Offenses,5,,,Theft From Coin-Operated Machine or Device,1,
Cathedral Park,97203,,,6/23/20,1600,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,7/31/20,801,Assault Offenses,10,,,Simple Assault,1,
Cathedral Park,97203,,,7/30/20,2215,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Cathedral Park,97203,,,8/12/20,2000,Vandalism,4,,,Vandalism,1,
Cathedral Park,97203,,,11/5/20,1737,Larceny Offenses,5,,,Theft From Building,1,
East Columbia,97211,,,7/24/20,2300,Vandalism,4,,,Vandalism,1,
East Columbia,97211,,,7/6/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,7/4/20,0,Burglary,10,,,Burglary,1,
Kenton,97217,,,3/31/20,300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,8/26/20,1116,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Kenton,97217,,,8/26/20,1116,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Madison South,97220,,,6/4/20,1324,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Madison South,97220,,,6/27/20,1540,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Madison South,97220,,,4/2/20,730,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Montavilla,97213,,,5/21/20,1751,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,3/25/20,325,Burglary,10,,,Burglary,1,
Madison South,97220,,,5/24/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,4/5/20,2230,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sumner,97220,,,8/3/20,939,Vandalism,4,,,Vandalism,1,
Sumner,97220,,,8/1/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,11/14/20,1225,Burglary,10,,,Burglary,1,
Madison South,97220,,,3/3/20,1953,Assault Offenses,10,,,Aggravated Assault,1,
Madison South,97220,,,3/3/20,1953,Assault Offenses,10,,,Simple Assault,1,
Sumner,97220,,,1/2/20,1802,Robbery,8,,,Robbery,1,
Sumner,97220,,,1/9/20,1705,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sumner,97220,,,5/30/20,2242,Burglary,10,,,Burglary,1,
Sumner,97220,,,7/17/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sumner,97220,,,11/11/20,2119,Larceny Offenses,5,,,All Other Larceny,1,
Madison South,97220,,,12/29/19,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,3/13/20,920,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Madison South,97220,,,11/29/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,7/11/20,1447,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,7/28/20,1220,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,7/28/20,1220,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,9/10/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,11/25/20,1239,Larceny Offenses,5,,,Theft From Building,1,
Madison South,97220,,,9/2/20,1030,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,9/10/20,1600,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,10/25/20,1100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,11/2/20,905,Vandalism,4,,,Vandalism,1,
Madison South,97220,,,11/19/20,900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Madison South,97220,,,9/2/20,0,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Madison South,97220,,,5/5/20,1530,Larceny Offenses,5,,,All Other Larceny,1,
Sumner,97220,,,6/28/20,2300,Larceny Offenses,5,,,All Other Larceny,1,
Northwest Heights,97229,,,10/24/20,4,Burglary,10,,,Burglary,1,
Northwest Heights,97229,,,10/24/20,4,Vandalism,4,,,Vandalism,1,
Linnton,97210,,,7/4/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sellwood-Moreland,97202,,,7/9/20,1817,Larceny Offenses,5,,,All Other Larceny,1,
Sellwood-Moreland,97202,,,4/25/20,1040,Fraud Offenses,1,,,Identity Theft,1,
Sellwood-Moreland,97202,,,8/6/20,354,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sellwood-Moreland,97202,,,10/31/20,245,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sellwood-Moreland,97202,,,9/14/20,1349,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/15/20,1200,Burglary,10,,,Burglary,1,
Powellhurst-Gilbert,97236,,,8/21/20,1356,Assault Offenses,10,,,Simple Assault,1,
Powellhurst-Gilbert,97236,,,10/23/20,2003,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,11/10/20,2100,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Lents,97266,,,6/17/20,130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,1/16/20,1630,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,8/11/20,605,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,8/15/20,2140,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,9/5/20,54,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,9/10/20,1630,Burglary,10,,,Burglary,1,
Lents,97266,,,9/25/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,4/29/20,915,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,6/3/20,401,Larceny Offenses,5,,,Theft From Coin-Operated Machine or Device,1,
Lents,97266,,,8/3/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,9/28/20,1010,Fraud Offenses,1,,,Identity Theft,1,
Montavilla,97213,,,4/5/20,500,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,6/15/20,800,Burglary,10,,,Burglary,1,
Lents,97266,,,8/7/20,1643,Assault Offenses,10,,,Simple Assault,1,
Lents,97266,,,3/9/20,352,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lents,97266,,,5/16/20,451,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,6/4/20,30,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,11/28/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,9/21/20,1655,Assault Offenses,10,,,Aggravated Assault,1,
Lents,97266,,,12/16/19,1455,Larceny Offenses,5,,,All Other Larceny,1,
Lents,97266,,,11/16/20,2031,Assault Offenses,10,,,Simple Assault,1,
Montavilla,97213,,,1/16/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/30/20,635,Burglary,10,,,Burglary,1,
Montavilla,97213,,,5/31/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,10/17/20,700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lents,97266,,,7/16/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/27/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Montavilla,97213,,,3/28/20,2213,Burglary,10,,,Burglary,1,
Collins View,97219,,,11/7/20,1540,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Multnomah,97219,,,4/6/20,2330,Vandalism,4,,,Vandalism,1,
Multnomah,97219,,,8/7/20,1630,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Ashcreek,97219,,,10/9/20,200,Burglary,10,,,Burglary,1,
Montavilla,97213,,,1/29/20,2210,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,7/17/20,1415,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,1/30/20,1700,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,12/20/19,1,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,1/12/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,10/9/20,1700,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,12/17/19,335,Larceny Offenses,5,,,All Other Larceny,1,
Cathedral Park,97203,,,2/2/20,1255,Burglary,10,,,Burglary,1,
Cathedral Park,97203,,,9/7/20,1700,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,9/19/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
St Johns,97203,,,4/10/20,1210,Assault Offenses,10,,,Simple Assault,1,
St Johns,97203,,,5/3/20,1915,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Portsmouth,97203,,,10/7/20,2300,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Kenton,97217,,,3/31/20,100,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,3/14/20,200,Assault Offenses,10,,,Simple Assault,1,
Portsmouth,97203,,,3/14/20,200,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,9/26/20,655,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Portsmouth,97203,,,4/24/20,435,Vandalism,4,,,Vandalism,1,
Portsmouth,97203,,,3/6/20,1910,Larceny Offenses,5,,,All Other Larceny,1,
